title,description,url,publishedAt
How to create a battery report on Windows 11 to learn more about it - XDA Developers,Creating a battery report in Windows 11 is a great way to learn how well your laptop's battery is doing. Here's how to do it.,https://www.xda-developers.com/how-to-create-battery-report-windows-11/,2022-04-20T19:00:00Z
Instagram to rank based on originality & improve product and people tagging - iMore,Instagram has announced changes to the way it ranks content as well as improvements to product and people tags that will open them up to more people than ever before.,https://www.imore.com/instagram-will-now-rank-based-originality-improve-product-and-people-tagging,2022-04-20T18:35:20Z
Samsung is launching a Pokémon themed Galaxy Z Flip 3 in South Korea - XDA Developers,"Samsung is launching a special Pokemon edition of the Galaxy Z Flip 3 in South Korea, and it looks like an interesting set for collectors.",https://www.xda-developers.com/samsung-is-launching-a-pokemon-themed-galaxy-z-flip-3-in-south-korea/,2022-04-20T18:15:00Z
Google Search now shows detailed air quality information in three countries [U] - 9to5Google,"Last year, Google started showing air quality (AQI) data to Nest Hub and other Smart Display users. Google Search air quality is now...",https://9to5google.com/2022/04/20/google-search-air-quality/,2022-04-20T17:33:00Z
"‘Among Us VR’ Gets First Gameplay Trailer, Coming to Quest & PC VR This Holiday, PSVR 2 Eventually - Road to VR",Party game sensation Among Us has been known to be getting a full-blown VR version since late last year but now we’re getting our first good look at some gameplay. Developer Schell Games has also floated a ‘holiday 2022’ release date for the game on Quest and…,https://www.roadtovr.com/among-us-vr-gameplay-trailer-quest-2-pc-vr-psvr-2-release-date/,2022-04-20T17:07:46Z
European politicians on the cusp of requiring USB-C in all smartphones - AppleInsider,"European Union officials have voted to support a long-planned proposal to require Apple, and all technology firms, to adopt USB-C as a common charger, and add a new requirement for a standard for wireless charging.",https://appleinsider.com/articles/22/04/20/european-politicians-on-the-cusp-of-requiring-usb-c-in-all-smartphones,2022-04-20T16:48:30Z
Galaxy A73 5G review: The 10-point review of Samsung’s most affordable 108MP camera smartphone - Gadgets Now,"Samsung Galaxy A73 5G is the company’s latest affordable flagship smartphone. It offers impressive features like a 120Hz super AMOLED display, 108MP primary sensor and a capable Snapdragon chipset. Samsung has launched the smartphone at a starting price of Rs…",https://www.gadgetsnow.com/slideshows/galaxy-a73-5g-review-the-10-point-review-of-samsungs-most-affordable-108mp-camera-smartphone/photolist/90964213.cms,2022-04-20T16:02:00Z
Galaxy S22 Ultra review two months later: Is the Galaxy Note still alive? - SamMobile,It's been a couple of months since the Galaxy S22 Ultra became the daily driver for a few members of ...,https://www.sammobile.com/news/galaxy-s22-ultra-review-two-months-later-is-the-note-still-alive/,2022-04-20T15:26:00Z
Motorola Edge (2021) and Motorola Edge Plus start receiving the stable Android 12 update - XDA Developers,Motorola has started rolling out Android 12 to the Motorola Edge (2021) and Motorola Edge Plus. Read on to know more.,https://www.xda-developers.com/motorola-edge-2021-motorola-edge-plus-android-12-update/,2022-04-20T15:21:00Z
"Google Pixel 6a specs: Tensor chip, 6GB RAM, 12MP camera, and everything else we know so far - 9to5Google","Google's Pixel 6a is coming and with it, one of the strongest set of specs we've seen for the mid-range lineup. Here's what we know.",https://9to5google.com/2022/04/20/google-pixell-6a-specs/,2022-04-20T14:23:00Z
Apple's most exciting MacBook yet could arrive at WWDC - Creative Bloq,June is already looking good.,https://www.creativebloq.com/news/wwdc-macbook-2022,2022-04-20T14:14:21Z
How to update a PlayStation DualSense wireless controller using a Windows PC - XDA Developers,Here's how you can update your PlayStation DualSense wireless controller using just a Windows 10 or Windows 11 PC. No PlayStation 5 required.,https://www.xda-developers.com/update-dualsense-wireless-controller-using-windows-pc/,2022-04-20T13:50:00Z
Brave adds Discussions to enrich its search results - BleepingComputer,"Brave, the maker of the homonymous web browser, has announced a new feature called Discussions that adds conversations from online forums to its privacy-focused search engine.",https://www.bleepingcomputer.com/news/software/brave-adds-discussions-to-enrich-its-search-results/,2022-04-20T13:00:00Z
Apple’s new iPhone 14 Pro design is jaw-dropping in this video - BGR,Apple's iPhone 14 Pro design will reportedly eliminate the notch and replace it with a pill-shaped cutout and a hole-punch selfie camera.,http://bgr.com/tech/apples-new-iphone-14-pro-design-is-jaw-dropping-in-this-video/,2022-04-20T12:41:00Z
Apple touts its environmental credentials - ABC News,The company says nearly 20% of all materials used in its products last year were recycled.,https://www.youtube.com/watch?v=W9oBG2qwxR4,2022-04-20T11:57:49Z
Report: Carrier sales of Pixel 6 series falter despite high salesperson incentives - 9to5Google,A report by industry analytics firm Wave7 claims that carrier sales of the Pixel 6 series have been low despite high salesperson kickbacks.,https://9to5google.com/2022/04/20/report-carrier-sales-of-pixel-6-series-falter-despite-high-salesperson-incentives/,2022-04-20T11:00:00Z
"Tiny Tina's Wonderlands: Coiled Captors —Release date, all upcoming new content, and more - Sportskeeda",Tiny Tina's Wonderlands: Coiled Captors is set to become the first DLC of the game to increase the fun factor for players. The game has received significant success from fans and critics alike.,https://www.sportskeeda.com/esports/news-tiny-tina-s-wonderlands-coiled-captors-release-date-upcoming-new-content,2022-04-20T10:46:10Z
Here’s one of the Samsung Galaxy Z Fold 4 batteries - SamMobile,"Whether or not the Galaxy Z Fold 4 will have a built-in S Pen, no one knows for sure at ...",https://www.sammobile.com/news/samsung-galaxy-z-fold-4-battery-photo/,2022-04-20T10:24:00Z
"OnePlus Nord N20 5G with Snapdragon 695, 64MP triple cameras launched: price, specifications - 91mobiles","OnePlus Nord N20 5G has been launched officially. Key specifications include a 64MP primary camera, Android 11 OS and 33W fast charging support. Read on to know the price and sale details of OnePlus Nord N20 5G.",https://www.91mobiles.com/hub/oneplus-nord-n20-5g-with-snapdragon-695-64mp-triple-cameras-launched-price-specifications/,2022-04-20T10:06:55Z
Samsung Galaxy S23 series to arrive with big battery upgrades thanks to EV battery tech adoption - Notebookcheck.net,"New reports indicate that Samsung will equip the Galaxy S23 series with bigger batteries, likely in a bid to finally match Apple's class-leading battery endurance. These upgrades will come thanks to a ""new"" battery technology that promises 10% better energy d…",https://www.notebookcheck.net/Samsung-Galaxy-S23-series-to-arrive-with-big-battery-upgrades-thanks-to-EV-battery-tech-adoption.614500.0.html,2022-04-20T09:58:07Z
"Realme Q5 Pro debuts with 80W charging, vanilla Q5 tags along - GSMArena.com news - GSMArena.com","The phones have familiar bodies, but new internals.",https://www.gsmarena.com/realme_launches_q5_with_60w_fast_charging_q5_pro_brings_80w_rates-news-54020.php,2022-04-20T09:15:01Z
Brave’s new De-AMP feature lets you easily bypass AMP pages - XDA Developers,"Popular Chromium-based browser Brave has introduced a new feature called De-AMP, which lets users easily bypass AMP pages.",https://www.xda-developers.com/brave-de-amp-feature/,2022-04-20T09:15:00Z
Decentralized Twitter alternative Mastodon officially arrives on the Google Play Store - 9to5Google,"The open-source alternative to Twitter, Mastodon, is now officially available to download on Android via the Google Play Store.",https://9to5google.com/2022/04/20/decentralized-twitter-alternative-mastodon-officially-arrives-on-the-google-play-store/,2022-04-20T09:03:00Z
"Samsung Galaxy M53 5G Roundup: Expected Price in India, Launch Event Time, Specifications, Features - MySmartPrice",Samsung is planning to launch the Samsung Galaxy M53 5G in India on April 22nd. Here's everything you need to know!,https://www.mysmartprice.com/gear/samsung-galaxy-m53-roundup/,2022-04-20T07:09:33Z
OPPO F21 Pro review: the glamorous phone - 91mobiles Hindi News,"The OPPO F21 Pro looks great and feels great, but is it a value for money offering? Read on to find out.",https://www.91mobiles.com/hub/oppo-f21-pro-review/,2022-04-20T06:27:54Z
Google’s Nearby Share expected to receive a “Self Share” feature - GSMArena.com news - GSMArena.com,"This would allow you to transfer files between devices on the same account, skipping the confirmation step.",https://www.gsmarena.com/googles_nearby_share_expected_to_receive_a_self_share_feature-news-54013.php,2022-04-20T03:45:01Z
"Google Pixel Watch leaks again, and it looks familiar - XDA Developers","A Pixel Watch render has leaked, showing off its circular display and potentially adding credence to previous leaks. Check it out here.",https://www.xda-developers.com/google-pixel-watch-render-leaks-rohan/,2022-04-20T01:20:00Z
iOS 15.5 beta 2 hints at Apple Pay support for Bancomat and Bancontact networks - 9to5Mac,iOS 15.5 beta 2 code analyzed by 9to5Mac shows that Apple Pay will soon support Bancomat and Bancontact networks.,https://9to5mac.com/2022/04/19/ios-15-5-beta-2-hints-at-apple-pay-support-for-bancomat-and-bancontact-networks/,2022-04-19T23:19:00Z
Google may be reviving ‘Wallet’ branding as home for payment cards and passes on Android [U] - 9to5Google,"Google may be bringing back their classic ""Wallet"" name to be Android's home for contactless payment cards and important passes.",https://9to5google.com/2022/04/19/google-wallet-brand-revival-payment-cards-passes-android/,2022-04-19T18:28:00Z
How to Block Ads on Spotify - Lifehacker,You can get one of Spotify Premium's best features for free.,https://lifehacker.com/how-to-block-ads-on-spotify-1848811961,2022-04-19T18:00:00Z
"iPhone SE 3 sales continue to disappoint, new carrier survey data shows - 9to5Mac","Several analysts have indicated recently that Apple’s new iPhone SE 3 is selling lower than the company had expected. Now, a new report from research firm Wave7 corroborates those analysts, with new data based on surveys from carrier stores across the United …",https://9to5mac.com/2022/04/19/iphone-se-3-sales-disappoint/,2022-04-19T15:46:00Z
AMD Ryzen Pro 6000 series launched: Custom Ryzen 7 6860Z in Lenovo ThinkPad Z13 shown to be 17% faster than Core i7-1260P - Notebookcheck.net,,https://www.notebookcheck.net/AMD-Ryzen-Pro-6000-series-launched-Custom-Ryzen-7-6860Z-in-Lenovo-ThinkPad-Z13-shown-to-be-17-faster-than-Core-i7-1260P.613819.0.html,2022-04-19T15:17:46Z
"Samsung launches Neo QLED premium TV range in India, price starts at Rs 1.49 lakh - Times of India","Samsung has launched its 2022 Neo QLED 8K and Neo QLED TVs in India today. Unveiled at CES 2022, Samsung claims that the new Neo QLED TV range is desi",https://timesofindia.indiatimes.com/gadgets-news/samsung-launches-neo-qled-premium-tv-range-in-india-price-starts-at-rs-1-49-lakh/articleshow/90940278.cms,2022-04-19T14:15:00Z
"WhatsApp's Latest Update Will Let Users Hide Their Last Seen, Status And Profile Picture From Specific Contac - India.com","People can now choose who they want to hide their status, last seen and profile picture from, on WhatsApp. Reportedly, the feature is under development and is tested on Android and iOS beta.",https://www.india.com/video-gallery/whatsapps-latest-update-will-let-users-hide-their-last-seen-from-specific-contacts-checkout-details-5346042/,2022-04-19T12:00:00Z
"Revolutionizing smartphone gaming, the OnePlus 10 Pro is in line with must-have smartphone gaming feature - Times of India",Spotlight News: The smartphone brand is known to combine industry-leading hardware with incredible software since 2013 to deliver the very best user experience to its,https://timesofindia.indiatimes.com/spotlight/revolutionizing-smartphone-gaming-the-oneplus-10-pro-is-in-line-with-must-have-smartphone-gaming-features/articleshow/90935899.cms,2022-04-19T11:46:00Z
